"CustomerID","Segment","Currency"
"10129","SME","CZK"
"1013","LAM","CZK"
"10130","LAM","CZK"
"10131","SME","CZK"
"10132","LAM","CZK"
"10133","SME","CZK"
"10134","SME","CZK"
"10135","LAM","CZK"
"10136","SME","CZK"
"10137","LAM","CZK"
"10138","SME","CZK"
"10139","SME","CZK"
"1014","LAM","CZK"
"10140","KAM","CZK"
"10141","SME","CZK"
"10142","SME","CZK"
"10143","SME","CZK"
"10144","SME","CZK"
"10145","SME","CZK"
"10146","SME","CZK"
"10147","SME","CZK"
"10148","SME","CZK"
"10149","SME","CZK"
"1015","SME","CZK"
"10150","SME","CZK"
"10151","SME","CZK"
"10152","LAM","CZK"
"10153","LAM","CZK"
"10154","SME","CZK"
"10155","SME","CZK"
"10156","SME","CZK"
"10157","SME","CZK"
"10158","SME","CZK"
"10159","SME","CZK"
"1016","SME","CZK"
"10160","SME","CZK"
"10161","SME","CZK"
"10162","SME","CZK"
"10163","SME","CZK"
"10164","LAM","CZK"
"10165","LAM","CZK"
"10166","KAM","CZK"
"10167","LAM","CZK"
"10168","SME","CZK"
"10169","SME","CZK"
"1017","SME","CZK"
"10170","SME","CZK"
"10171","LAM","CZK"
"10172","SME","CZK"
"10173","SME","CZK"
"10174","LAM","CZK"
"10175","SME","CZK"
"10176","LAM","CZK"
"10177","SME","CZK"
"10178","SME","CZK"
"10179","KAM","CZK"
"1018","SME","CZK"
"10180","SME","CZK"
"10181","KAM","CZK"
"10182","SME","CZK"
"10183","SME","CZK"
"10184","LAM","CZK"
"10185","SME","CZK"
"10186","SME","CZK"
"10187","SME","CZK"
"10188","LAM","CZK"
"10189","SME","CZK"
"1019","KAM","CZK"
"10190","SME","CZK"
"10191","SME","CZK"
"10192","KAM","CZK"
"10193","SME","CZK"
"10194","LAM","CZK"
"10195","SME","CZK"
"10196","SME","CZK"
"10197","LAM","CZK"
"10198","SME","CZK"
"10199","SME","CZK"
"102","SME","EUR"
"1020","SME","CZK"
"10200","SME","CZK"
"10201","SME","CZK"
"10202","SME","CZK"
"10203","SME","CZK"
"10204","SME","CZK"
"10205","SME","CZK"
"10206","SME","CZK"
"10207","SME","CZK"
"10208","SME","CZK"
"10209","SME","CZK"
"1021","SME","CZK"
"10210","SME","CZK"
"10211","SME","CZK"
"10212","SME","CZK"
"10213","SME","CZK"
"10214","SME","CZK"
"10215","KAM","CZK"
"10216","SME","CZK"
"10217","KAM","CZK"
"10218","SME","CZK"
"10219","SME","CZK"
"1022","KAM","CZK"
"10220","SME","CZK"
"10221","LAM","CZK"
"10222","SME","CZK"
"10223","SME","CZK"
"10224","SME","CZK"
"10225","SME","CZK"
"10226","SME","CZK"
"10227","SME","CZK"
"10228","SME","CZK"
"10229","SME","CZK"
"1023","SME","CZK"
"10230","SME","CZK"
"10231","SME","CZK"
"10232","SME","CZK"
"10233","SME","CZK"
"10234","SME","CZK"
"10235","SME","CZK"
"10236","SME","CZK"
"10237","SME","CZK"
"10238","SME","CZK"
"10239","SME","CZK"
"1024","SME","CZK"
"10240","SME","CZK"
"10241","SME","CZK"
"10242","SME","CZK"
"10243","SME","CZK"
"10244","SME","CZK"
"10245","SME","CZK"
"10246","SME","CZK"
"10247","LAM","CZK"
"10248","LAM","CZK"
"10249","SME","CZK"
"1025","LAM","CZK"
"10250","SME","CZK"
"10251","SME","CZK"
"10252","SME","CZK"
"10253","SME","CZK"
"10254","SME","CZK"
"10255","SME","CZK"
"10256","SME","CZK"
"10257","SME","CZK"
"10258","SME","CZK"
"10259","SME","CZK"
"1026","SME","CZK"
"10260","LAM","CZK"
"10261","SME","CZK"
"10262","SME","CZK"
"10263","SME","CZK"
"10264","SME","CZK"
"10265","SME","CZK"
"10266","KAM","CZK"
"10267","SME","CZK"
"10268","SME","CZK"
"10269","SME","CZK"
"1027","SME","CZK"
"10270","SME","CZK"
"10271","SME","CZK"
"10272","SME","CZK"
"10273","SME","CZK"
"10274","SME","CZK"
"10275","SME","CZK"
"10276","SME","CZK"
"10277","SME","CZK"
"10278","SME","CZK"
"10279","SME","CZK"
"1028","SME","CZK"
"10280","SME","CZK"
"10281","SME","CZK"
"10282","SME","CZK"
"10283","SME","CZK"
"10284","SME","CZK"
"10285","SME","CZK"
"10286","SME","CZK"
"10287","KAM","CZK"
"10288","LAM","CZK"
"10289","SME","CZK"
"1029","SME","CZK"
"10290","SME","CZK"
"10291","SME","CZK"
"10292","SME","CZK"
"10293","SME","CZK"
"10294","SME","CZK"
"10295","SME","CZK"
"10296","SME","CZK"
"10297","SME","CZK"
"10298","SME","CZK"
"10299","SME","CZK"
"103","SME","EUR"
"1030","LAM","CZK"
"10300","SME","CZK"
"10301","SME","CZK"
"10302","SME","CZK"
"10303","SME","CZK"
"10304","SME","CZK"
"10305","SME","CZK"
"10306","SME","CZK"
"10307","SME","CZK"
"10308","SME","CZK"
"10309","SME","CZK"
"1031","SME","CZK"
"10310","SME","CZK"
"10311","SME","CZK"
"10312","SME","CZK"
"10313","SME","CZK"
"10314","SME","CZK"
"10315","SME","CZK"
"10316","SME","CZK"
"10317","SME","CZK"
"10318","SME","CZK"
"10319","SME","CZK"
"1032","SME","CZK"
"10320","SME","CZK"
"10321","SME","CZK"
"10322","SME","CZK"
"10323","SME","CZK"
"10324","SME","CZK"
"10325","SME","CZK"
"10326","SME","CZK"
"10327","SME","CZK"
"10328","SME","CZK"
"10329","SME","CZK"
"1033","KAM","CZK"
"10330","SME","CZK"
"10331","KAM","CZK"
"10332","SME","CZK"
"10333","SME","CZK"
"10334","SME","CZK"
"10335","SME","CZK"
"10336","SME","CZK"
"10337","SME","CZK"
"10338","SME","CZK"
"10339","KAM","CZK"
"1034","KAM","CZK"
"10340","SME","CZK"
"10341","SME","CZK"
"10342","SME","CZK"
"10343","SME","CZK"
"10344","SME","CZK"
"10345","SME","CZK"
"10346","KAM","CZK"
"10347","SME","CZK"
"10348","SME","CZK"
"10349","SME","CZK"
"1035","SME","CZK"
"10350","SME","CZK"
"10351","SME","CZK"
"10352","SME","CZK"
"10353","SME","CZK"
"10354","SME","CZK"
"10355","LAM","CZK"
"10356","SME","CZK"
"10357","SME","CZK"
"10358","SME","CZK"
"10359","SME","CZK"
"1036","KAM","CZK"
"10360","SME","CZK"
"10361","SME","CZK"
"10362","SME","CZK"
"10363","SME","CZK"
"10364","SME","CZK"
"10365","SME","CZK"
"10366","SME","CZK"
"10367","SME","CZK"
"10368","SME","CZK"
"10369","SME","CZK"
"1037","SME","CZK"
"10370","SME","CZK"
"10371","SME","CZK"
"10372","SME","CZK"
"10373","SME","CZK"
"10374","SME","CZK"
"10375","SME","CZK"
"10376","SME","CZK"
"10377","SME","CZK"
"10378","SME","CZK"
"10379","SME","CZK"
"1038","SME","CZK"
"10380","KAM","CZK"
"10381","SME","CZK"
"10382","SME","CZK"
"10383","SME","CZK"
"10384","SME","CZK"
"10385","SME","CZK"
"10386","SME","CZK"
"10387","KAM","CZK"
"10388","SME","CZK"
"10389","SME","CZK"
"1039","SME","CZK"
"10390","SME","CZK"
"10391","SME","CZK"
"10392","SME","CZK"
"10393","SME","CZK"
"10394","SME","CZK"
"10395","SME","CZK"
"10396","SME","CZK"
"10397","SME","CZK"
"10398","SME","CZK"
"10399","SME","CZK"
"104","SME","EUR"
"1040","KAM","CZK"
"10400","SME","CZK"
"10401","SME","CZK"
"10402","SME","CZK"
"10403","LAM","CZK"
"10404","SME","CZK"
"10405","SME","CZK"
"10406","SME","CZK"
"10407","LAM","CZK"
"10408","SME","CZK"
"10409","LAM","CZK"
"1041","SME","CZK"
"10410","SME","CZK"
"10411","SME","CZK"
"10412","KAM","CZK"
"10413","SME","CZK"
"10414","SME","CZK"
"10415","SME","CZK"
"10416","SME","CZK"
"10417","SME","CZK"
"10418","SME","CZK"
"10419","SME","CZK"
"1042","SME","CZK"
"10420","SME","CZK"
"10421","SME","CZK"
"10422","SME","CZK"
"10423","SME","CZK"
"10424","SME","CZK"
"10425","SME","CZK"
"10426","SME","CZK"
"10427","SME","CZK"
"10428","KAM","CZK"
"10429","SME","CZK"
"1043","LAM","CZK"
"10430","SME","CZK"
"10431","SME","CZK"
"10432","SME","CZK"
"10433","SME","CZK"
"10434","SME","CZK"
"10435","SME","CZK"
"10436","SME","CZK"
"10437","SME","CZK"
"10438","SME","CZK"
"10439","SME","CZK"
"1044","SME","CZK"
"10440","SME","CZK"
"10441","SME","CZK"
"10442","SME","CZK"
"10443","SME","CZK"
"10444","SME","CZK"
"10445","SME","CZK"
"10446","KAM","CZK"
"10447","SME","CZK"
"10448","SME","CZK"
"10449","LAM","CZK"
"1045","SME","CZK"
"10450","SME","CZK"
"10451","SME","CZK"
"10452","KAM","CZK"
"10453","SME","CZK"
"10454","SME","CZK"
"10455","LAM","CZK"
"10456","SME","CZK"
"10457","SME","CZK"
"10458","KAM","CZK"
"10459","SME","CZK"
"1046","SME","CZK"
"10460","SME","CZK"
"10461","SME","CZK"
"10462","SME","CZK"
"10463","SME","CZK"
"10464","SME","CZK"
"10465","LAM","CZK"
"10466","SME","CZK"
"10467","SME","CZK"
"10468","SME","CZK"
"10469","SME","CZK"
"1047","SME","CZK"
"10470","SME","CZK"
"10471","SME","CZK"
"10472","SME","CZK"
"10473","SME","CZK"
"10474","SME","CZK"
"10475","KAM","CZK"
"10476","SME","CZK"
"10477","SME","CZK"
"10478","SME","CZK"
"10479","SME","CZK"
"1048","LAM","CZK"
"10480","SME","CZK"
"10481","SME","CZK"
"10482","SME","CZK"
"10483","LAM","CZK"
"10484","SME","CZK"
"10485","SME","CZK"
"10486","SME","CZK"
"10487","SME","CZK"
"10488","SME","CZK"
"10489","SME","CZK"
"1049","SME","CZK"
"10490","SME","CZK"
"10491","SME","CZK"
"10492","SME","CZK"
"10493","SME","CZK"
"10494","SME","CZK"
"10495","SME","CZK"
"10496","SME","CZK"
"10497","SME","CZK"
"10498","SME","CZK"
"10499","SME","CZK"
"105","KAM","EUR"
"1050","SME","CZK"
"10500","LAM","CZK"
"10501","SME","CZK"
"10502","SME","CZK"
"10503","SME","CZK"
"10504","SME","CZK"
"10505","SME","CZK"
"10506","SME","CZK"
"10507","SME","CZK"
"10508","SME","CZK"
"10509","SME","CZK"
"1051","LAM","CZK"
"10510","SME","CZK"
"10511","SME","CZK"
"10512","SME","CZK"
"10513","SME","CZK"
"10514","SME","CZK"
"10515","KAM","CZK"
"10516","SME","CZK"
"10517","SME","CZK"
"10518","SME","CZK"
"10519","SME","CZK"
"1052","LAM","CZK"
"10520","SME","CZK"
"10521","SME","CZK"
"10522","KAM","CZK"
"10523","SME","CZK"
"10524","SME","CZK"
"10525","SME","CZK"
"10526","SME","CZK"
"10527","SME","CZK"
"10528","SME","CZK"
"10529","SME","CZK"
"1053","SME","CZK"
"10530","SME","CZK"
"10531","SME","CZK"
"10532","SME","CZK"
"10533","SME","CZK"
"10534","SME","CZK"
"10535","SME","CZK"
"10536","SME","CZK"
"10537","SME","CZK"
"10538","SME","CZK"
"10539","SME","CZK"
"1054","LAM","CZK"
"10540","LAM","CZK"
"10541","SME","CZK"
"10542","SME","CZK"
"10543","SME","CZK"
"10544","SME","CZK"
"10545","SME","CZK"
"10546","SME","CZK"
"10547","SME","CZK"
"10548","SME","CZK"
"10549","SME","CZK"
"1055","SME","EUR"
"10550","SME","CZK"
"10551","SME","CZK"
"10552","SME","CZK"
"10553","KAM","CZK"
"10554","SME","CZK"
"10555","SME","CZK"
"10556","SME","CZK"
"10557","SME","CZK"
"10558","SME","CZK"
"10559","SME","CZK"
"1056","SME","CZK"
"10560","SME","CZK"
"10561","SME","CZK"
"10562","SME","CZK"
"10563","LAM","CZK"
"10564","SME","CZK"
"10565","KAM","CZK"
"10566","SME","CZK"
"10567","SME","CZK"
"10568","SME","CZK"
"10569","SME","CZK"
"1057","SME","CZK"
"10570","SME","CZK"
"10571","SME","CZK"
"10572","SME","CZK"
"10573","SME","CZK"
"10574","SME","CZK"
"10575","SME","CZK"
"10576","KAM","CZK"
"10577","SME","CZK"
"10578","SME","CZK"
"10579","SME","CZK"
"1058","KAM","CZK"
"10580","SME","CZK"
"10581","SME","CZK"
"10582","SME","CZK"
"10583","SME","CZK"
"10584","SME","CZK"
"10585","SME","CZK"
"10586","SME","CZK"
"10587","SME","CZK"
"10588","SME","CZK"
"10589","SME","CZK"
"1059","SME","CZK"
"10590","SME","CZK"
"10591","SME","CZK"
"10592","KAM","CZK"
"10593","SME","CZK"
"10594","LAM","CZK"
"10595","SME","CZK"
"10596","SME","CZK"
"10597","SME","CZK"
"10598","SME","CZK"
"10599","SME","CZK"
"106","SME","EUR"
"1060","SME","CZK"
"10600","SME","CZK"
"10601","SME","CZK"
"10602","SME","CZK"
"10603","SME","CZK"
"10604","SME","CZK"
"10605","SME","CZK"
"10606","LAM","CZK"
"10607","SME","CZK"
"10608","SME","CZK"
"10609","SME","CZK"
"1061","SME","CZK"
"10610","SME","CZK"
"10611","SME","CZK"
"10612","SME","CZK"
"10613","SME","CZK"
"10614","SME","CZK"
"10615","SME","CZK"
"10616","SME","CZK"
"10617","SME","CZK"
"10618","SME","CZK"
"10619","SME","CZK"
"1062","SME","CZK"
"10620","SME","CZK"
"10621","SME","CZK"
"10622","LAM","CZK"
"10623","LAM","CZK"
"10624","SME","CZK"
"10625","SME","CZK"
"10626","SME","CZK"
"10627","SME","CZK"
"10628","SME","CZK"
"10629","SME","CZK"
"1063","SME","CZK"
"10630","SME","CZK"
"10631","SME","CZK"
"10632","SME","CZK"
"10633","SME","CZK"
"10634","KAM","CZK"
"10635","SME","CZK"
"10636","SME","CZK"
"10637","SME","CZK"
"10638","SME","CZK"
"10639","SME","CZK"
"1064","KAM","CZK"
"10640","LAM","CZK"
"10641","SME","CZK"
"10642","SME","CZK"
"10643","KAM","CZK"
"10644","SME","CZK"
"10645","SME","CZK"
"10646","SME","CZK"
"10647","SME","CZK"
"10648","KAM","CZK"
"10649","SME","CZK"
"1065","SME","CZK"
"10650","SME","CZK"
"10651","SME","CZK"
"10652","SME","CZK"
"10653","SME","CZK"
"10654","SME","CZK"
"10655","SME","CZK"
"10656","SME","CZK"
"10657","SME","CZK"
"10658","SME","CZK"
"10659","SME","CZK"
"1066","SME","CZK"
"10660","SME","CZK"
"10661","KAM","CZK"
"10662","SME","CZK"
"10663","SME","CZK"
"10664","SME","CZK"
"10665","SME","CZK"
"10666","SME","CZK"
"10667","SME","CZK"
"10668","SME","CZK"
"10669","SME","CZK"
"1067","SME","CZK"
"10670","SME","CZK"
"10671","SME","CZK"
"10672","LAM","CZK"
"10673","SME","CZK"
"10674","SME","CZK"
"10675","SME","CZK"
"10676","SME","CZK"
"10677","SME","CZK"
"10678","SME","CZK"
"10679","SME","CZK"
"1068","LAM","CZK"
"10680","SME","CZK"
"10681","SME","CZK"
"10682","SME","CZK"
"10683","SME","CZK"
"10684","SME","CZK"
"10685","SME","CZK"
"10686","SME","CZK"
"10687","SME","CZK"
"10688","SME","CZK"
"10689","SME","CZK"
"1069","SME","CZK"
"10690","SME","CZK"
"10691","SME","CZK"
"10692","SME","CZK"
"10693","SME","CZK"
"10694","SME","CZK"
"10695","LAM","CZK"
"10696","SME","CZK"
"10697","SME","CZK"
"10698","SME","CZK"
"10699","SME","CZK"
"107","LAM","EUR"
"1070","SME","CZK"
"10700","SME","CZK"
"10701","SME","CZK"
"10702","SME","CZK"
"10703","SME","CZK"
"10704","SME","CZK"
"10705","SME","CZK"
"10706","SME","CZK"
"10707","SME","CZK"
"10708","SME","CZK"
"10709","SME","CZK"
"1071","SME","CZK"
"10710","SME","CZK"
"10711","SME","CZK"
"10712","SME","CZK"
"10713","SME","CZK"
"10714","KAM","CZK"
"10715","SME","CZK"
"10716","SME","CZK"
"10717","SME","CZK"
"10718","SME","CZK"
"10719","SME","CZK"
"1072","SME","CZK"
"10720","SME","CZK"
"10721","KAM","CZK"
"10722","SME","CZK"
"10723","SME","CZK"
"10724","SME","CZK"
"10725","SME","CZK"
"10726","SME","CZK"
"10727","SME","CZK"
"10728","SME","CZK"
"10729","SME","CZK"
"1073","SME","CZK"
"10730","SME","CZK"
"10731","KAM","CZK"
"10732","SME","CZK"
"10733","SME","CZK"
"10734","SME","CZK"
"10735","SME","CZK"
"10736","SME","CZK"
"10737","SME","CZK"
"10738","SME","CZK"
"10739","SME","CZK"
"1074","LAM","CZK"
"10740","SME","CZK"
"10741","SME","CZK"
"10742","SME","CZK"
"10743","SME","CZK"
"10744","SME","CZK"
"10745","SME","CZK"
"10746","SME","CZK"
"10747","SME","CZK"
"10748","SME","CZK"
"10749","SME","CZK"
"1075","SME","CZK"
"10750","SME","CZK"
"10751","SME","CZK"
"10752","SME","CZK"
"10753","SME","CZK"
"10754","LAM","CZK"
"10755","SME","CZK"
"10756","SME","CZK"
"10757","SME","CZK"
"10758","LAM","CZK"
"10759","SME","CZK"
"1076","SME","CZK"
"10760","SME","CZK"
"10761","SME","CZK"
"10762","SME","CZK"
"10763","SME","CZK"
"10764","SME","CZK"
"10765","SME","CZK"
"10766","SME","CZK"
"10767","SME","CZK"
"10768","SME","CZK"
"10769","SME","CZK"
"1077","SME","CZK"
"10770","SME","CZK"
"10771","SME","CZK"
"10772","SME","CZK"
"10773","SME","CZK"
"10774","SME","CZK"
"10775","SME","CZK"
"10776","SME","CZK"
"10777","SME","CZK"
"10778","SME","CZK"
"10779","SME","CZK"
"1078","SME","CZK"
"10780","SME","CZK"
"10781","SME","CZK"
"10782","KAM","CZK"
"10783","SME","CZK"
"10784","KAM","CZK"
"10785","SME","CZK"
"10786","SME","CZK"
"10787","SME","CZK"
"10788","SME","CZK"
"10789","SME","CZK"
"1079","SME","CZK"
"10790","SME","CZK"
"10791","SME","CZK"
"10792","LAM","CZK"
"10793","SME","CZK"
"10794","SME","CZK"
"10795","SME","CZK"
"10796","SME","CZK"
"10797","LAM","CZK"
"10798","SME","CZK"
"10799","LAM","CZK"
"108","LAM","EUR"
"1080","SME","CZK"
"10800","SME","CZK"
"10801","SME","CZK"
"10802","SME","CZK"
"10803","SME","CZK"
"10804","SME","CZK"
"10805","SME","CZK"
"10806","SME","CZK"
"10807","SME","CZK"
"10808","SME","CZK"
"10809","SME","CZK"
"1081","SME","CZK"
"10810","LAM","CZK"
"10811","SME","CZK"
"10812","KAM","CZK"
"10813","SME","CZK"
"10814","SME","CZK"
"10815","SME","CZK"
"10816","SME","CZK"
"10817","SME","CZK"
"10818","SME","CZK"
"10819","KAM","CZK"
"1082","SME","CZK"
"10820","SME","CZK"
"10821","SME","CZK"
"10822","SME","CZK"
"10823","LAM","CZK"
"10824","SME","CZK"
"10825","SME","CZK"
"10826","SME","CZK"
"10827","SME","CZK"
"10828","SME","CZK"
"10829","SME","CZK"
"1083","SME","CZK"
"10830","SME","CZK"
"10831","SME","CZK"
"10832","SME","CZK"
"10833","SME","CZK"
"10834","SME","CZK"
"10835","SME","CZK"
"10836","SME","CZK"
"10837","LAM","CZK"
"10838","SME","CZK"
"10839","LAM","CZK"
"1084","SME","CZK"
"10840","SME","CZK"
"10841","SME","CZK"
"10842","SME","CZK"
"10843","SME","CZK"
"10844","SME","CZK"
"10845","SME","CZK"
"10846","SME","CZK"
"10847","LAM","CZK"
"10848","SME","CZK"
"10849","SME","CZK"
"1085","SME","CZK"
"10850","SME","CZK"
"10851","SME","CZK"
"10852","SME","CZK"
"10853","SME","CZK"
"10854","SME","CZK"
"10855","SME","CZK"
"10856","SME","CZK"
"10857","SME","CZK"
"10858","SME","CZK"
"10859","SME","CZK"
"1086","SME","CZK"
"10860","SME","CZK"
"10861","SME","CZK"
"10862","SME","CZK"
"10863","SME","CZK"
"10864","SME","CZK"
"10865","SME","CZK"
"10866","LAM","CZK"
"10867","SME","CZK"
"10868","LAM","CZK"
"10869","SME","CZK"
"1087","SME","CZK"
"10870","SME","CZK"
"10871","SME","CZK"
"10872","SME","CZK"
"10873","SME","CZK"
"10874","SME","CZK"
"10875","LAM","CZK"
"10876","SME","CZK"
"10877","SME","CZK"
"10878","SME","CZK"
"10879","SME","CZK"
"1088","KAM","CZK"
"10880","SME","CZK"
"10881","SME","CZK"
"10882","SME","CZK"
"10883","SME","CZK"
"10884","SME","CZK"
"10885","SME","CZK"
"10886","SME","CZK"
"10887","SME","CZK"
"10888","SME","CZK"
"10889","SME","CZK"
"1089","SME","CZK"
"10890","LAM","CZK"
"10891","SME","CZK"
"10892","KAM","CZK"
"10893","SME","CZK"
"10894","SME","CZK"
"10895","SME","CZK"
"10896","LAM","CZK"
"10897","SME","CZK"
"10898","SME","CZK"
"10899","LAM","CZK"
"109","SME","EUR"
"1090","SME","CZK"
"10900","KAM","CZK"
"10901","SME","CZK"
"10902","SME","CZK"
"10903","SME","CZK"
"10904","SME","CZK"
"10905","SME","CZK"
"10906","SME","CZK"
"10907","SME","CZK"
"10908","SME","CZK"
"10909","SME","CZK"
"1091","SME","CZK"
"10910","SME","CZK"
"10911","SME","CZK"
"10912","SME","CZK"
"10913","SME","CZK"
"10914","LAM","CZK"
"10915","SME","CZK"
"10916","KAM","CZK"
"10917","SME","CZK"
"10918","SME","CZK"
"10919","SME","CZK"
"1092","KAM","CZK"
"10920","SME","CZK"
"10921","SME","CZK"
"10922","SME","CZK"
"10923","SME","CZK"
"10924","SME","CZK"
"10925","SME","CZK"
"10926","KAM","CZK"
"10927","SME","CZK"
"10928","SME","CZK"
"10929","SME","CZK"
"1093","SME","CZK"
"10930","SME","CZK"
"10931","SME","CZK"
"10932","SME","CZK"
"10933","SME","CZK"
"10934","SME","CZK"
"10935","SME","CZK"
"10936","SME","CZK"
"10937","SME","CZK"
"10938","SME","CZK"
"10939","SME","CZK"
"1094","LAM","CZK"
"10940","LAM","CZK"
"10941","SME","CZK"
"10942","KAM","CZK"
"10943","SME","CZK"
"10944","SME","CZK"
"10945","SME","CZK"
"10946","SME","CZK"
"10947","SME","CZK"
"10948","SME","CZK"
"10949","SME","CZK"
"1095","SME","CZK"
"10950","SME","CZK"
"10951","SME","CZK"
"10952","SME","CZK"
"10953","SME","CZK"
"10954","SME","CZK"
"10955","SME","CZK"
"10956","SME","CZK"
"10957","SME","CZK"
"10958","SME","CZK"
"10959","SME","CZK"
"1096","LAM","CZK"
"10960","LAM","CZK"
"10961","LAM","CZK"
"10962","SME","CZK"
"10963","SME","CZK"
"10964","SME","CZK"
"10965","SME","CZK"
"10966","SME","CZK"
"10967","SME","CZK"
"10968","SME","CZK"
"10969","SME","CZK"
"1097","SME","CZK"
"10970","SME","CZK"
"10971","LAM","CZK"
"10972","SME","CZK"
"10973","SME","CZK"
"10974","SME","CZK"
"10975","LAM","CZK"
"10976","SME","CZK"
"10977","SME","CZK"
"10978","SME","CZK"
"10979","SME","CZK"
"1098","KAM","CZK"
"10980","SME","CZK"
"10981","SME","CZK"
"10982","SME","CZK"
"10983","SME","CZK"
"10984","LAM","CZK"
"10985","SME","CZK"
"10986","SME","CZK"
"10987","SME","CZK"
"10988","SME","CZK"
"10989","SME","CZK"
"1099","SME","CZK"
"10990","SME","CZK"
"10991","SME","CZK"
"10992","SME","CZK"
"10993","KAM","CZK"
"10994","SME","CZK"
"10995","SME","CZK"
"10996","SME","CZK"
"10997","SME","CZK"
"10998","SME","CZK"
"10999","SME","CZK"
"11","SME","EUR"
"110","SME","EUR"
"1100","SME","CZK"
"11000","SME","CZK"
"11001","SME","CZK"
"11002","SME","CZK"
"11003","SME","CZK"
"11004","SME","CZK"
"11005","SME","CZK"
"11006","SME","CZK"
"11007","SME","CZK"
"11008","LAM","CZK"
"11009","SME","CZK"
"1101","SME","EUR"
"11010","SME","CZK"
"11011","SME","CZK"
"11012","SME","CZK"
"11013","SME","CZK"
"11014","SME","CZK"
"11015","LAM","CZK"
"11016","SME","CZK"
"11017","SME","CZK"
"11018","SME","CZK"
"11019","SME","CZK"
"1102","SME","CZK"
"11020","SME","CZK"
"11021","SME","CZK"
"11022","SME","CZK"
"11023","LAM","CZK"
"11024","SME","CZK"
"11025","LAM","CZK"
"11026","SME","CZK"
"11027","SME","CZK"
"11028","SME","CZK"
"11029","SME","CZK"
"1103","LAM","CZK"
"11030","SME","CZK"
"11031","SME","CZK"
"11032","LAM","CZK"
"11033","SME","CZK"
